0 	-3.05014e-14
0.000584585 	-6.1259e-14
0.00116917 	-9.20165e-14
0.00175375 	-1.22774e-13
0.00233834 	-1.53532e-13
0.00292292 	-1.84289e-13
0.00350751 	-2.15047e-13
0.00409209 	-2.45804e-13
0.00467668 	-2.76562e-13
0.00526126 	-3.07319e-13
0.00584585 	-3.38077e-13
0.00643043 	-4.48771e-13
0.00701502 	-6.13923e-13
0.0075996 	-7.79075e-13
0.00818418 	-9.44227e-13
0.00876877 	-1.10938e-12
0.00935335 	-1.27453e-12
0.00993794 	-1.43968e-12
0.0105225 	-1.60483e-12
0.0111071 	-1.76999e-12
0.0116917 	-1.93514e-12
0.0122763 	-2.4789e-12
0.0128609 	-4.64113e-12
0.0134454 	-6.80336e-12
0.01403 	-8.96558e-12
0.0146146 	-1.11278e-11
0.0151992 	-1.329e-11
0.0157838 	-1.54523e-11
0.0163684 	-1.76145e-11
0.016953 	-1.97767e-11
0.0175375 	-2.1939e-11
0.0181221 	-2.41012e-11
0.0187067 	-3.17514e-11
0.0192913 	-4.09104e-11
0.0198759 	-5.00693e-11
0.0204605 	-5.92283e-11
0.021045 	-6.83873e-11
0.0216296 	-7.75462e-11
0.0222142 	-8.67052e-11
0.0227988 	-9.58641e-11
0.0233834 	-1.05023e-10
0.023968 	-1.14182e-10
0.0245526 	-1.60311e-10
0.0251371 	-2.66974e-10
0.0257217 	-3.73636e-10
0.0263063 	-4.80299e-10
0.0268909 	-5.86962e-10
0.0274755 	-6.93625e-10
0.0280601 	-8.00287e-10
0.0286446 	-9.0695e-10
0.0292292 	-1.01361e-09
0.0298138 	-1.12028e-09
0.0303984 	-1.22694e-09
0.030983 	-1.64464e-09
0.0315676 	-2.07065e-09
0.0321522 	-2.49667e-09
0.0327367 	-2.92269e-09
0.0333213 	-3.34871e-09
0.0339059 	-3.77472e-09
0.0344905 	-4.20074e-09
0.0350751 	-4.62676e-09
0.0356597 	-5.05278e-09
0.0362442 	-5.47879e-09
0.0368288 	-8.26672e-09
0.0374134 	-1.28456e-08
0.037998 	-1.74245e-08
0.0385826 	-2.20033e-08
0.0391672 	-2.65822e-08
0.0397518 	-3.11611e-08
0.0403363 	-3.57399e-08
0.0409209 	-4.03188e-08
0.0415055 	-4.48977e-08
0.0420901 	-4.94765e-08
0.0426747 	-5.61044e-08
0.0432593 	-7.32125e-08
0.0438438 	-9.03206e-08
0.0444284 	-1.07429e-07
0.045013 	-1.24537e-07
0.0455976 	-1.41645e-07
0.0461822 	-1.58753e-07
0.0467668 	-1.75861e-07
0.0473514 	-1.92969e-07
