0 	0.669966
0.000584585 	0.692971
0.00116917 	0.715976
0.00175375 	0.738981
0.00233834 	0.761986
0.00292292 	0.784991
0.00350751 	0.807996
0.00409209 	0.831001
0.00467668 	0.85334
0.00526126 	0.875539
0.00584585 	0.897739
0.00643043 	0.919938
0.00701502 	0.942138
0.0075996 	0.964337
0.00818418 	0.986537
0.00876877 	0.972805
0.00935335 	0.940045
0.00993794 	0.907286
0.0105225 	0.874527
0.0111071 	0.841768
0.0116917 	0.809009
0.0122763 	0.77625
0.0128609 	0.736114
0.0134454 	0.688009
0.01403 	0.639904
0.0146146 	0.591798
0.0151992 	0.543693
0.0157838 	0.495588
0.0163684 	0.447483
0.016953 	0.423694
0.0175375 	0.454643
0.0181221 	0.485593
0.0187067 	0.516542
0.0192913 	0.547491
0.0198759 	0.57844
0.0204605 	0.60939
0.021045 	0.642629
0.0216296 	0.69061
0.0222142 	0.73859
0.0227988 	0.786571
0.0233834 	0.834551
0.023968 	0.882531
0.0245526 	0.930512
0.0251371 	0.978492
0.0257217 	0.974228
0.0263063 	0.967865
0.0268909 	0.961503
0.0274755 	0.95514
0.0280601 	0.948777
0.0286446 	0.942414
0.0292292 	0.936052
0.0298138 	0.926937
0.0303984 	0.917084
0.030983 	0.907231
0.0315676 	0.897377
0.0321522 	0.887524
0.0327367 	0.877671
0.0333213 	0.867818
0.0339059 	0.86496
0.0344905 	0.866478
0.0350751 	0.867996
0.0356597 	0.869515
0.0362442 	0.871033
0.0368288 	0.872551
0.0374134 	0.874069
0.037998 	0.875588
0.0385826 	0.877106
0.0391672 	0.878624
0.0397518 	0.880143
0.0403363 	0.881661
0.0409209 	0.883179
0.0415055 	0.884697
0.0420901 	0.886216
0.0426747 	0.887734
0.0432593 	0.889252
0.0438438 	0.89077
0.0444284 	0.892289
0.045013 	0.893807
0.0455976 	0.895325
0.0461822 	0.896844
0.0467668 	0.898764
0.0473514 	0.902336
0.0479359 	0.905908
0.0485205 	0.90948
0.0491051 	0.913052
0.0496897 	0.916624
0.0502743 	0.920196
0.0508589 	0.923768
0.0514434 	0.927339
0.052028 	0.930911
0.0526126 	0.934483
0.0531972 	0.938055
0.0537818 	0.941627
0.0543664 	0.945199
0.054951 	0.948771
0.0555355 	0.952343
0.0561201 	0.955915
0.0567047 	0.959487
0.0572893 	0.963059
0.0578739 	0.966631
0.0584585 	0.970203
0.059043 	0.973775
0.0596276 	0.977347
0.0602122 	0.978123
0.0607968 	0.978093
0.0613814 	0.978064
0.061966 	0.978035
0.0625506 	0.978005
0.0631351 	0.977976
0.0637197 	0.977946
0.0643043 	0.977917
0.0648889 	0.977888
0.0654735 	0.977858
0.0660581 	0.977829
0.0666426 	0.9778
0.0672272 	0.97777
0.0678118 	0.977741
0.0683964 	0.977711
0.068981 	0.977682
0.0695656 	0.977653
0.0701502 	0.977623
0.0707347 	0.977594
0.0713193 	0.977565
0.0719039 	0.977535
0.0724885 	0.977506
0.0730731 	0.976237
0.0736577 	0.972735
0.0742422 	0.969234
0.0748268 	0.965732
0.0754114 	0.962231
0.075996 	0.958729
0.0765806 	0.955228
0.0771652 	0.951726
0.0777497 	0.948224
0.0783343 	0.944723
0.0789189 	0.941221
0.0795035 	0.93772
0.0800881 	0.934218
0.0806727 	0.930716
0.0812573 	0.927215
0.0818418 	0.923713
0.0824264 	0.920212
0.083011 	0.91671
0.0835956 	0.913208
0.0841802 	0.909707
0.0847648 	0.906205
0.0853493 	0.902704
0.0859339 	0.899202
0.0865185 	0.896531
0.0871031 	0.893916
0.0876877 	0.8913
0.0882723 	0.888685
0.0888569 	0.88607
0.0894414 	0.883454
0.090026 	0.880839
0.0906106 	0.878223
0.0911952 	0.875608
0.0917798 	0.872992
0.0923644 	0.870377
0.0929489 	0.867762
0.0935335 	0.865146
0.0941181 	0.862531
0.0947027 	0.859915
0.0952873 	0.8573
0.0958719 	0.854684
0.0964565 	0.852069
0.097041 	0.849453
0.0976256 	0.846838
0.0982102 	0.844223
0.0987948 	0.841607
0.0993794 	0.839923
0.099964 	0.839104
0.100549 	0.838285
0.101133 	0.837466
0.101718 	0.836647
0.102302 	0.835828
0.102887 	0.835009
0.103471 	0.83419
0.104056 	0.833371
0.104641 	0.832552
0.105225 	0.831733
0.10581 	0.830914
0.106394 	0.830095
0.106979 	0.829277
0.107564 	0.828458
0.108148 	0.827639
0.108733 	0.82682
0.109317 	0.826001
0.109902 	0.825182
0.110486 	0.824363
0.111071 	0.823544
0.111656 	0.822725
0.11224 	0.82192
0.112825 	0.821243
0.113409 	0.820565
0.113994 	0.819887
0.114579 	0.81921
0.115163 	0.818532
0.115748 	0.817854
0.116332 	0.817177
0.116917 	0.816499
0.117502 	0.815821
0.118086 	0.815144
0.118671 	0.814466
0.119255 	0.813789
0.11984 	0.813111
0.120424 	0.812433
0.121009 	0.811756
0.121594 	0.811078
0.122178 	0.8104
0.122763 	0.809723
0.123347 	0.809045
0.123932 	0.808367
0.124517 	0.80769
0.125101 	0.807012
0.125686 	0.80843
0.12627 	0.810837
0.126855 	0.813243
0.127439 	0.81565
0.128024 	0.818057
0.128609 	0.820464
0.129193 	0.822871
0.129778 	0.825277
0.130362 	0.827684
0.130947 	0.830091
0.131532 	0.832498
0.132116 	0.834904
0.132701 	0.837311
0.133285 	0.839718
0.13387 	0.842125
0.134454 	0.844532
0.135039 	0.846938
0.135624 	0.849345
0.136208 	0.851752
0.136793 	0.854159
0.137377 	0.856566
0.137962 	0.858972
0.138547 	0.86154
0.139131 	0.864568
0.139716 	0.867595
0.1403 	0.870622
0.140885 	0.873649
0.141469 	0.876676
0.142054 	0.879703
0.142639 	0.88273
0.143223 	0.885757
0.143808 	0.888784
0.144392 	0.891812
0.144977 	0.894839
0.145562 	0.897866
0.146146 	0.900893
0.146731 	0.90392
0.147315 	0.906947
0.1479 	0.909974
0.148484 	0.913001
0.149069 	0.916029
0.149654 	0.919056
0.150238 	0.922083
0.150823 	0.92511
0.151407 	0.928137
0.151992 	0.927393
0.152577 	0.925933
0.153161 	0.924472
0.153746 	0.923012
0.15433 	0.921552
0.154915 	0.920092
0.155499 	0.918632
0.156084 	0.917172
0.156669 	0.915712
0.157253 	0.914252
0.157838 	0.912792
0.158422 	0.911331
0.159007 	0.909871
0.159592 	0.908411
0.160176 	0.906951
0.160761 	0.905491
0.161345 	0.904031
0.16193 	0.902571
0.162515 	0.901111
0.163099 	0.899651
0.163684 	0.89819
0.164268 	0.89673
0.164853 	0.889949
0.165437 	0.875851
0.166022 	0.861753
0.166607 	0.847655
0.167191 	0.833557
0.167776 	0.819459
0.16836 	0.805361
0.168945 	0.791263
0.16953 	0.777165
0.170114 	0.763067
0.170699 	0.748969
0.171283 	0.734871
0.171868 	0.720773
0.172452 	0.706675
0.173037 	0.692577
0.173622 	0.678479
0.174206 	0.664381
0.174791 	0.650283
0.175375 	0.636185
0.17596 	0.622087
0.176545 	0.607989
0.177129 	0.593891
0.177714 	0.579785
0.178298 	0.560857
0.178883 	0.541929
0.179467 	0.523001
0.180052 	0.504072
0.180637 	0.485144
0.181221 	0.466216
0.181806 	0.447288
0.18239 	0.428359
